City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Dikson,RU,2022-04-24 23:23:54,73.5069,80.5464,6.76,94,96,13.98
298,Codrington,AU,2022-04-24 23:23:54,-38.2667,141.9667,55.27,72,89,6.58
299,Erenhot,CN,2022-04-24 23:23:39,43.6475,111.9767,61.18,20,52,22.26
300,Russell,US,2022-04-24 23:23:54,32.3502,-85.1999,81.68,57,0,5.75
301,Tazovskiy,RU,2022-04-24 23:23:55,67.4667,78.7,-9.56,100,86,4.85
302,Melfi,IT,2022-04-24 23:23:55,40.9965,15.6514,42.26,86,0,5.64
303,Leningradskiy,RU,2022-04-24 23:23:19,69.3833,178.4167,20.7,89,88,1.5
304,Bogoslovka,RU,2022-04-24 23:23:55,53.2084,44.8013,51.03,81,100,4.18
305,Barreirinhas,BR,2022-04-24 23:23:56,-2.7469,-42.8264,75.51,91,37,4.25
306,Padang,ID,2022-04-24 23:23:56,-0.9492,100.3543,77.05,86,100,4.23
307,Kargopol,RU,2022-04-24 23:23:56,61.5071,38.9456,28.33,98,59,4.56
308,Foso,GH,2022-04-24 23:23:57,5.7012,-1.2866,74.97,95,100,2.91
309,Zhongshan,CN,2022-04-24 23:23:57,21.3226,110.5829,77.61,93,22,15.9
310,San Patricio,US,2022-04-24 23:23:57,28.017,-97.5169,84.29,66,22,19.73
311,Sile,TR,2022-04-24 23:23:58,41.1754,29.6133,61.47,68,99,5.48
312,Straumen,NO,2022-04-24 23:23:58,63.8709,11.2999,37.4,85,92,5.14
313,Bilma,NE,2022-04-24 23:23:58,18.6853,12.9164,90.54,11,1,6.89
314,Eureka,US,2022-04-24 23:24:59,40.8021,-124.1637,69.67,72,2,5.01
315,Dalvik,IS,2022-04-24 23:24:59,65.9702,-18.5286,44.53,84,98,2.55
316,Le Port,RE,2022-04-24 23:24:59,-20.9373,55.2919,75.2,73,81,5.35
317,Chepareria,KE,2022-04-24 23:20:14,1.3077,35.2039,61.95,94,100,1.74
318,Aquiraz,BR,2022-04-24 23:25:00,-3.9014,-38.3911,80.69,85,100,9.06
319,Haines Junction,CA,2022-04-24 23:21:53,60.7522,-137.5108,49.95,43,92,8.05
320,Bereda,ES,2022-04-24 23:25:00,43.2686,-7.5406,48.58,100,89,1.28
321,Los Llanos De Aridane,ES,2022-04-24 23:21:48,28.6585,-17.9182,62.35,77,20,3.44
322,Guilin,CN,2022-04-24 23:24:26,25.2819,110.2864,69.91,98,100,1.32
323,Boulder City,US,2022-04-24 23:25:01,35.9786,-114.8325,77.77,9,0,12.66
324,Husavik,IS,2022-04-24 23:25:01,66.0449,-17.3389,42.55,84,100,0.72
325,Kifri,IQ,2022-04-24 23:25:01,34.6959,44.9661,63.81,65,65,4.63
326,Poronaysk,RU,2022-04-24 23:25:02,49.2167,143.1167,36.91,67,26,15.35
327,Te Anau,NZ,2022-04-24 23:25:02,-45.4167,167.7167,55.53,71,31,1.77
328,Washington,US,2022-04-24 23:20:43,47.5001,-120.5015,67.89,35,76,3.06
329,Leh,IN,2022-04-24 23:25:03,34.1667,77.5833,36.59,42,51,2.91
330,Ullapool,GB,2022-04-24 23:25:03,57.8987,-5.1604,46.35,76,30,5.88
331,Palencia,ES,2022-04-24 23:25:03,42.4167,-4.5,47.91,71,96,1.88
332,Smithers,CA,2022-04-24 23:25:04,54.7804,-127.1743,52.12,54,100,2.3
333,Kieta,PG,2022-04-24 23:25:04,-6.2167,155.6333,83.55,73,54,3.91
334,Port Blair,IN,2022-04-24 23:25:04,11.6667,92.75,78.84,89,20,2.3
335,Cochrane,CA,2022-04-24 23:25:05,51.1834,-114.4687,60.62,29,0,9.22
336,Merauke,ID,2022-04-24 23:22:50,-8.4667,140.3333,79.72,82,99,8.57
337,De-Kastri,RU,2022-04-24 23:25:05,51.4667,140.7833,30.38,87,91,10.74
338,Balabac,PH,2022-04-24 23:24:08,7.9868,117.0645,82.2,80,33,6.22
339,Praya,CV,2022-04-24 23:25:06,14.9215,-23.5087,75.74,50,0,12.66
340,Ancud,CL,2022-04-24 23:24:07,-41.8697,-73.8203,45.23,77,75,21.79
341,San Clemente,US,2022-04-24 23:20:55,33.427,-117.612,90.1,43,0,4.0
342,San Quintin,MX,2022-04-24 23:25:06,30.4833,-115.95,71.28,43,0,12.86
343,Lasa,IT,2022-04-24 23:25:07,46.6166,10.7002,45.48,93,81,3.6
344,Laguna,US,2022-04-24 23:25:07,38.421,-121.4238,83.28,20,0,5.75
345,Ulaangom,MN,2022-04-24 23:25:07,49.9811,92.0667,28.51,40,0,4.32
346,Buchanan,LR,2022-04-24 23:25:08,5.8808,-10.0467,74.12,90,95,8.1
347,Kupang,ID,2022-04-24 23:25:08,-10.1667,123.5833,77.7,75,88,3.2
348,Rudnichnyy,RU,2022-04-24 23:25:08,59.617,52.4703,34.93,97,97,4.47
349,Talnakh,RU,2022-04-24 23:25:09,69.4865,88.3972,-5.49,99,91,4.38
350,Inhambane,MZ,2022-04-24 23:25:09,-23.865,35.3833,74.1,88,0,5.12
351,Sorong,ID,2022-04-24 23:25:09,-0.8833,131.25,80.04,84,72,3.31
352,El Alto,PE,2022-04-24 23:25:10,-4.2714,-81.2147,69.46,79,40,15.48
353,Angouleme,FR,2022-04-24 23:25:10,45.65,0.15,52.75,93,100,6.91
354,Clyde River,CA,2022-04-24 23:25:10,70.4692,-68.5914,8.83,85,100,3.44
355,Touho,NC,2022-04-24 23:25:11,-20.7833,165.2333,75.92,74,99,13.65
356,Deputatskiy,RU,2022-04-24 23:25:11,69.3,139.9,8.74,93,100,3.02
357,Poum,NC,2022-04-24 23:25:11,-20.2333,164.0167,76.68,73,93,12.5
358,Muyezerskiy,RU,2022-04-24 23:25:11,63.9333,31.65,24.94,97,14,2.48
359,Cidreira,BR,2022-04-24 23:24:29,-30.1811,-50.2056,69.04,84,1,19.84
360,Giyon,ET,2022-04-24 23:25:12,8.5333,37.9833,59.38,82,99,2.37
361,Adrar,MR,2022-04-24 23:26:12,20.5022,-10.0711,75.45,30,0,11.18
362,Matay,EG,2022-04-24 23:26:13,28.419,30.7792,70.66,26,0,12.35
363,Lohja,FI,2022-04-24 23:26:13,60.2486,24.0653,41.45,74,89,7.31
364,Bartica,GY,2022-04-24 23:26:13,6.4,-58.6167,79.12,95,96,3.06
365,Longford,IE,2022-04-24 23:26:14,53.7333,-7.8,41.34,87,62,7.09
366,North Bend,US,2022-04-24 23:22:48,43.4065,-124.2243,67.24,79,0,11.5
367,Takoradi,GH,2022-04-24 23:26:14,4.8845,-1.7554,80.13,85,100,4.34
368,Bridgewater,CA,2022-04-24 23:25:36,44.3835,-64.5155,42.42,62,23,24.16
369,Pedernales,DO,2022-04-24 23:26:14,18.0384,-71.744,80.26,69,80,6.58
370,Miyako,JP,2022-04-24 23:23:35,39.6367,141.9525,60.69,67,60,1.41
371,Placerville,US,2022-04-24 23:26:15,38.7296,-120.7986,75.76,30,0,5.75
372,Manaus,BR,2022-04-24 23:23:05,-3.1019,-60.025,82.89,83,40,2.3
373,Kawalu,ID,2022-04-24 23:26:15,-7.3817,108.2082,72.9,98,98,1.12
374,Anadyr,RU,2022-04-24 23:26:16,64.75,177.4833,28.9,69,0,4.47
375,Mont-Dore,NC,2022-04-24 23:26:16,-22.2833,166.5833,75.99,99,100,14.45
376,Codajas,BR,2022-04-24 23:26:16,-3.8367,-62.0569,76.51,94,61,2.37
377,Dingle,PH,2022-04-24 23:22:55,10.9995,122.6711,79.59,86,87,7.47
378,Sape,BR,2022-04-24 23:26:17,-7.0964,-35.2328,76.37,93,58,6.29
379,Bambous Virieux,MU,2022-04-24 23:26:17,-20.3428,57.7575,75.45,73,40,16.11
380,Abnub,EG,2022-04-24 23:26:17,27.2696,31.1511,73.71,23,0,7.49
381,Morros,BR,2022-04-24 23:26:18,-9.4467,-46.3003,74.7,74,100,1.61
382,Yakima,US,2022-04-24 23:21:21,46.4665,-120.6678,69.85,33,0,6.91
383,Helmsdale,GB,2022-04-24 23:26:18,58.1168,-3.6517,46.35,74,100,4.88
384,Bouca,CF,2022-04-24 23:26:18,6.5105,18.2733,71.08,90,100,4.9
385,Znamenskoye,RU,2022-04-24 23:26:19,57.1281,73.8282,29.26,75,55,4.52
386,Kandrian,PG,2022-04-24 23:26:19,-6.2167,149.55,81.12,71,100,2.3
387,Kavieng,PG,2022-04-24 23:23:32,-2.5744,150.7967,83.75,71,100,7.61
388,Keetmanshoop,NA,2022-04-24 23:26:19,-26.5833,18.1333,51.04,24,0,4.61
389,Cayenne,GF,2022-04-24 23:26:20,4.9333,-52.3333,81.09,1,20,4.61
390,Coari,BR,2022-04-24 23:26:20,-4.085,-63.1414,76.39,93,94,2.39
391,Egvekinot,RU,2022-04-24 23:26:20,66.3167,-179.1667,21.29,81,17,4.21
392,Livramento,BR,2022-04-24 23:26:21,-3.0254,-60.1803,83.07,89,0,2.3
393,Fengrun,CN,2022-04-24 23:26:21,39.8333,118.1167,59.45,70,100,5.64
394,Zhigansk,RU,2022-04-24 23:26:21,66.7697,123.3711,10.63,95,82,6.8
395,Shache,CN,2022-04-24 23:26:22,38.4167,77.2406,67.91,24,37,16.55
396,Mandalgovi,MN,2022-04-24 23:26:22,45.7625,106.2708,33.62,58,84,26.66
397,Riyadh,SA,2022-04-24 23:25:19,24.6877,46.7219,73.54,45,95,13.27
398,Olinda,BR,2022-04-24 23:26:22,-8.0089,-34.8553,82.13,74,40,8.05
399,Yingcheng,CN,2022-04-24 23:26:23,30.95,113.55,68.4,92,100,11.32
400,Laplace,US,2022-04-24 23:26:23,30.0666,-90.4801,82.38,72,40,13.8
401,Malumfashi,NG,2022-04-24 23:26:23,11.7853,7.6218,83.12,42,100,8.84
402,Longkou,CN,2022-04-24 23:26:24,37.6508,120.3286,60.51,80,100,13.44
403,San Juan,AR,2022-04-24 23:26:24,-31.5375,-68.5364,82.2,10,0,26.57
404,Maltahohe,NA,2022-04-24 23:26:24,-24.8333,16.9833,52.3,17,0,11.99
405,Muros,ES,2022-04-24 23:26:25,42.7762,-9.0603,52.84,93,98,5.86
406,Barghat,IN,2022-04-24 23:26:25,22.0333,79.7167,82.98,17,12,3.22
407,Turka,UA,2022-04-24 23:26:25,49.1541,23.0297,47.14,93,96,9.04
408,Coquimbo,CL,2022-04-24 23:23:16,-29.9533,-71.3436,56.93,94,100,5.75
409,Toora-Khem,RU,2022-04-24 23:27:26,52.4675,96.11,15.46,80,20,2.77
410,Richards Bay,ZA,2022-04-24 23:27:26,-28.783,32.0377,69.12,90,100,7.78
411,Mega,ET,2022-04-24 23:27:26,4.05,38.3,60.49,85,89,4.47
412,Kurmanayevka,RU,2022-04-24 23:27:27,52.5093,52.0675,52.95,68,100,6.08
413,Henties Bay,NA,2022-04-24 23:27:27,-22.116,14.2845,59.07,82,0,11.3
414,Shizunai,JP,2022-04-24 23:27:27,42.3339,142.3669,50.59,66,83,11.43
415,Nunoa,PE,2022-04-24 23:27:28,-14.48,-70.6411,47.84,55,75,3.74
416,Suntar,RU,2022-04-24 23:27:28,62.1444,117.6319,27.95,88,100,2.37
417,Rocha,UY,2022-04-24 23:27:28,-34.4833,-54.3333,65.14,44,1,11.81
418,Coos Bay,US,2022-04-24 23:22:46,43.3665,-124.2179,67.32,79,0,11.5
419,Catamarca,AR,2022-04-24 23:27:29,-28.4696,-65.7852,71.58,67,0,10.98
420,Asfi,MA,2022-04-24 23:27:29,32.2994,-9.2372,60.33,75,0,12.59
421,Romny,UA,2022-04-24 23:27:29,50.751,33.4747,46.83,75,0,5.75
422,Wladyslawowo,PL,2022-04-24 23:27:30,54.7909,18.4009,44.94,94,89,13.11
423,Pampa,US,2022-04-24 23:27:30,35.5362,-100.9599,70.57,26,0,14.97
424,Gaziantep,TR,2022-04-24 23:27:30,37.0594,37.3825,57.13,44,0,2.3
425,Kavaratti,IN,2022-04-24 23:24:56,10.5669,72.642,83.43,75,32,3.4
426,Asau,RO,2022-04-24 23:27:31,46.4333,26.4,54.52,94,93,5.17
427,Amga,RU,2022-04-24 23:27:31,60.8953,131.9608,29.71,83,100,2.42
428,Jawhar,SO,2022-04-24 23:27:31,2.7809,45.5005,79.47,76,35,5.06
429,Honiara,SB,2022-04-24 23:27:32,-9.4333,159.95,84.92,67,77,4.09
430,Tabou,CI,2022-04-24 23:27:32,4.423,-7.3528,80.69,87,100,7.83
431,Labytnangi,RU,2022-04-24 23:27:32,66.6572,66.4183,0.7,85,39,3.42
432,Bani,DO,2022-04-24 23:27:33,18.2833,-70.3333,80.04,70,69,11.95
433,Bolong,PH,2022-04-24 23:27:33,7.0983,122.2392,80.6,79,87,1.7
434,Ostrovnoy,RU,2022-04-24 23:27:33,68.0531,39.5131,34.02,96,100,12.41
435,Aguimes,ES,2022-04-24 23:27:34,27.9054,-15.4461,60.66,67,20,4.61
436,Qaqortoq,GL,2022-04-24 23:27:34,60.7167,-46.0333,36.63,90,100,4.21
437,Cap Malheureux,MU,2022-04-24 23:27:34,-19.9842,57.6142,75.47,73,100,8.99
438,Atar,MR,2022-04-24 23:27:35,20.5169,-13.0499,79.86,28,1,8.21
439,Mahajanga,MG,2022-04-24 23:27:35,-15.7167,46.3167,73.42,83,20,6.91
440,College,US,2022-04-24 23:27:35,64.8569,-147.8028,52.12,43,75,3.44
441,Mahibadhoo,MV,2022-04-24 23:27:36,3.7833,72.9667,83.91,71,58,7.56
442,Mabua,PH,2022-04-24 23:27:36,9.8089,125.4422,81.48,81,74,8.12
443,Comodoro Rivadavia,AR,2022-04-24 23:25:00,-45.8667,-67.5,51.66,54,40,20.71
444,Iquitos,PE,2022-04-24 23:24:56,-3.7481,-73.2472,78.84,94,75,2.3
445,Cartagena Del Chaira,CO,2022-04-24 23:27:36,1.3349,-74.8429,73.56,95,91,3.29
446,Kashi,CN,2022-04-24 23:27:37,39.4547,75.9797,67.21,14,20,17.9
447,Bowen,AU,2022-04-24 23:27:37,-20.0167,148.2333,77.14,84,100,22.26
448,Marawi,PH,2022-04-24 23:27:37,7.9986,124.2928,72.12,88,81,1.28
449,Waidhofen,DE,2022-04-24 23:27:38,48.5833,11.3333,47.79,98,100,9.44
450,Impfondo,CG,2022-04-24 23:25:26,1.6381,18.0667,72.77,89,88,1.48
451,Grafton,US,2022-04-24 23:27:38,42.207,-71.6856,52.83,41,20,5.75
452,Pandan,PH,2022-04-24 23:27:38,14.0453,124.1694,81.34,87,95,11.07
453,Yangambi,CD,2022-04-24 23:27:39,0.8102,24.4336,68.79,97,100,1.39
454,Boone,US,2022-04-24 23:27:39,39.0334,-92.3335,66.45,72,89,8.1
455,Kiunga,PG,2022-04-24 23:23:13,-6.1219,141.2906,76.96,93,99,0.09
456,Teya,RU,2022-04-24 23:28:39,60.3778,92.6267,23.65,96,99,4.23
457,Namibe,AO,2022-04-24 23:24:40,-15.1961,12.1522,71.56,75,18,3.83
458,Mangai,CD,2022-04-24 23:28:40,-4.05,19.5333,70.57,93,61,1.34
459,Skibbereen,IE,2022-04-24 23:28:34,51.55,-9.2667,54.1,81,64,12.73
460,Hovd,MN,2022-04-24 23:28:40,48.0056,91.6419,24.37,44,13,1.63
461,Tigil,RU,2022-04-24 23:28:41,57.8,158.6667,33.13,98,98,1.63
462,Puerto Escondido,MX,2022-04-24 23:28:41,15.85,-97.0667,85.03,70,20,9.22
463,Takaka,NZ,2022-04-24 23:28:41,-40.85,172.8,63.55,66,29,3.22
464,Manbij,SY,2022-04-24 23:28:42,36.5281,37.9549,66.99,29,24,8.61
465,Melo,UY,2022-04-24 23:28:42,-32.3667,-54.1833,63.34,49,0,9.82
466,Calama,CL,2022-04-24 23:24:31,-22.4667,-68.9333,59.49,38,0,16.11
467,Touros,BR,2022-04-24 23:24:21,-5.1989,-35.4608,77.11,88,97,10.33
468,Biak,ID,2022-04-24 23:28:43,-0.9131,122.8766,78.76,81,31,0.47
469,Vytegra,RU,2022-04-24 23:28:43,61.0064,36.4481,33.75,90,97,7.7
470,Mehamn,NO,2022-04-24 23:28:43,71.0357,27.8492,34.11,73,100,10.16
471,Pore,CO,2022-04-24 23:28:44,5.7272,-71.9947,80.28,69,48,3.53
472,Rosetta,EG,2022-04-24 23:28:44,31.4044,30.4164,63.28,84,0,9.17
473,Perg,AT,2022-04-24 23:28:44,48.25,14.6333,49.3,92,100,8.93
474,Progress,US,2022-04-24 23:28:45,40.2851,-76.8314,74.84,61,0,13.8
475,Guanare,VE,2022-04-24 23:26:44,9.0418,-69.7421,84.97,54,99,4.05
476,Myitkyina,MM,2022-04-24 23:28:45,25.3833,97.4,69.84,75,52,2.21
477,Plymouth,US,2022-04-24 23:28:45,41.8334,-70.8328,51.35,47,100,4.61
478,Rorvik,NO,2022-04-24 23:28:46,64.8621,11.2373,42.53,91,99,7.4
479,Ogbomosho,NG,2022-04-24 23:28:46,8.133,4.25,76.1,91,100,7.83
480,Carmelo,UY,2022-04-24 23:28:46,-33.9892,-58.2856,66.34,61,1,10.98
481,Sorland,NO,2022-04-24 23:28:47,67.667,12.6934,41.63,78,100,13.56
482,Eyl,SO,2022-04-24 23:28:47,7.9803,49.8164,80.31,74,22,7.94
483,Sao Filipe,CV,2022-04-24 23:28:47,14.8961,-24.4956,74.71,73,14,2.33
484,Noumea,NC,2022-04-24 23:24:37,-22.2763,166.4572,75.99,99,100,16.78
485,Clarksburg,US,2022-04-24 23:28:48,39.2807,-80.3445,86.11,24,0,9.22
486,Khorixas,NA,2022-04-24 23:28:48,-20.3667,14.9667,65.59,52,0,1.68
487,Kiama,AU,2022-04-24 23:28:48,-34.6833,150.8667,65.68,93,99,3.0
488,Tual,ID,2022-04-24 23:28:49,-5.6667,132.75,83.84,66,99,2.48
489,Tuy Hoa,VN,2022-04-24 23:28:49,13.0833,109.3,76.59,91,27,3.62
490,Umm Kaddadah,SD,2022-04-24 23:28:49,13.6017,26.6876,82.24,7,36,12.5
491,Kramat,ID,2022-04-24 23:28:50,-8.1311,113.4499,75.18,93,85,1.61
492,Zalaszentgrot,HU,2022-04-24 23:28:50,46.9447,17.0792,55.36,73,89,8.37
493,Boa Vista,BR,2022-04-24 23:28:50,2.8197,-60.6733,80.58,74,40,4.61
494,Njombe,TZ,2022-04-24 23:28:50,-9.3333,34.7667,58.08,97,99,5.3
495,Yenagoa,NG,2022-04-24 23:28:51,4.9247,6.2642,75.25,89,100,2.64
496,Yorba Linda,US,2022-04-24 23:25:03,33.8886,-117.8131,90.52,13,0,8.05
497,Arlit,NE,2022-04-24 23:28:51,18.7369,7.3853,86.29,11,1,7.67
498,Sitka,US,2022-04-24 23:28:52,57.0531,-135.33,48.09,71,100,5.75
499,Payo,ID,2022-04-24 23:28:52,-3.7508,103.6372,72.18,97,100,0.96
500,Plettenberg Bay,ZA,2022-04-24 23:28:52,-34.0527,23.3716,54.99,72,0,8.43
501,Kantunilkin,MX,2022-04-24 23:28:52,21.0917,-87.45,82.67,61,42,7.63
502,Kralendijk,BQ,2022-04-24 23:28:53,12.15,-68.2667,80.58,74,20,14.97
503,Kathu,TH,2022-04-24 23:28:53,7.9178,98.3332,78.62,79,39,6.71
504,Cuamba,MZ,2022-04-24 23:28:53,-14.8031,36.5372,66.56,97,8,3.38
505,Key West,US,2022-04-24 23:29:54,24.5557,-81.7826,84.2,70,20,18.41
506,Ligayan,PH,2022-04-24 23:29:54,4.6533,119.4706,83.32,74,53,5.12
507,Saurimo,AO,2022-04-24 23:29:54,-9.6608,20.3916,67.05,83,94,3.56
508,Antalaha,MG,2022-04-24 23:29:55,-14.9003,50.2788,72.66,87,28,6.11
509,Praia,CV,2022-04-24 23:29:55,14.9215,-23.5087,75.74,50,0,12.66
510,Severo-Yeniseyskiy,RU,2022-04-24 23:29:55,60.3725,93.0408,22.57,96,95,6.22
511,Kuala Terengganu,MY,2022-04-24 23:29:56,5.3302,103.1408,76.95,94,20,3.44
512,Inuvik,CA,2022-04-24 23:29:56,68.3499,-133.7218,45.46,36,20,6.91
513,Portland,US,2022-04-24 23:27:31,45.5234,-122.6762,72.32,39,20,9.22
514,Bogorodskoye,RU,2022-04-24 23:29:56,56.55,37.8833,46.09,98,100,5.39
515,Taft,IR,2022-04-24 23:29:57,31.7471,54.2088,69.75,20,20,4.61
516,Shimoda,JP,2022-04-24 23:29:57,34.6667,138.95,68.36,83,47,2.06
517,Derzhavinsk,KZ,2022-04-24 23:29:57,51.1,66.3167,36.91,57,14,9.46
518,Moa,CU,2022-04-24 23:29:58,20.6569,-74.9403,77.47,75,100,12.01
519,Kidal,ML,2022-04-24 23:29:58,18.4411,1.4078,81.57,8,0,10.74
520,Ilulissat,GL,2022-04-24 23:25:45,69.2167,-51.1,26.62,93,100,3.44
521,Petropavlovsk-Kamchatskiy,RU,2022-04-24 23:29:59,53.0452,158.6483,41.59,52,75,15.66
522,Adelaide,AU,2022-04-24 23:25:27,-34.9333,138.6,69.28,50,100,11.5
523,Changli,CN,2022-04-24 23:29:59,39.7042,119.1506,54.82,86,100,7.56
524,La Grande,US,2022-04-24 23:29:59,45.3246,-118.0877,65.73,22,65,4.99
525,Dragor,DK,2022-04-24 23:30:00,55.5946,12.6664,43.5,76,6,4.61
526,Altagracia De Orituco,VE,2022-04-24 23:30:00,9.8601,-66.3814,78.15,62,56,7.96
527,Zhaotong,CN,2022-04-24 23:30:01,27.3167,103.7167,54.73,87,100,4.0
528,Tolaga Bay,NZ,2022-04-24 23:30:01,-38.3667,178.3,62.15,73,30,8.55
529,Dickinson,US,2022-04-24 23:30:02,29.4608,-95.0513,83.08,83,75,14.97
530,Raymondville,US,2022-04-24 23:30:03,26.4815,-97.7831,86.11,59,0,18.5
531,Ligaya,PH,2022-04-24 23:30:04,12.6599,120.8923,85.21,66,88,1.97
532,Ruda Nad Moravou,CZ,2022-04-24 23:30:04,49.981,16.8778,44.29,96,70,2.08
533,Acapulco,MX,2022-04-24 23:26:51,16.8634,-99.8901,84.02,70,40,9.22
534,Unai,BR,2022-04-24 23:30:06,-16.3575,-46.9061,74.79,50,66,3.18
535,Vila Franca Do Campo,PT,2022-04-24 23:30:06,37.7167,-25.4333,57.61,82,35,11.07
536,Belaya Gora,RU,2022-04-24 23:30:07,68.5333,146.4167,17.76,87,100,6.15
537,Flin Flon,CA,2022-04-24 23:30:07,54.7682,-101.865,31.84,34,20,16.11
538,Chissamba,AO,2022-04-24 23:30:08,-12.1667,17.3333,63.3,63,37,1.86
